WKT,Analyser,Gns. mg/l,Min. mg/l,Maks. mg/l,Gns. topdybde,Min. topdybde,Maks. topdybde,Min. dato,Maks. dato,objectid,rgb,txt_search
"POLYGON ((585000 6200000,590000 6200000,590000 6205000,585000 6205000,585000 6200000))","      8","    145.5","     18.0","    248.0","      9.5","      8.5","     10.5",1968-10-11,2016-12-02,"   2006525884",255 0 0,
"POLYGON ((475000 6145000,480000 6145000,480000 6150000,475000 6150000,475000 6145000))","      1","      3.7","      3.7","      3.7","     68.0","     68.0","     68.0",1969-08-08,1969-08-08,"       107303",0 255 0,
"POLYGON ((535000 6140000,540000 6140000,540000 6145000,535000 6145000,535000 6140000))","      3","     40.9","      4.2","     77.0","      8.3","      3.0","     13.5",1977-03-21,2001-10-18,"       107715",255 125 0,
"POLYGON ((580000 6320000,585000 6320000,585000 6325000,580000 6325000,580000 6320000))","      1","      5.0","      5.0","      5.0","     40.0","     40.0","     40.0",1934-01-01,1934-01-01,"       101420",0 255 0,
"POLYGON ((465000 6235000,470000 6235000,470000 6240000,465000 6240000,465000 6235000))","      8","      2.2","      2.0","      2.5","     37.0","     37.0","     37.0",1986-05-29,1986-05-29,"       155154",0 255 0,
"POLYGON ((505000 6185000,510000 6185000,510000 6190000,505000 6190000,505000 6185000))","      1","     36.0","     36.0","     36.0","      8.0","      8.0","      8.0",1977-06-06,1977-06-06,"       105684",255 125 0,
"POLYGON ((540000 6155000,545000 6155000,545000 6160000,540000 6160000,540000 6155000))","      1","      3.0","      3.0","      3.0","     24.4","     24.4","     24.4",1980-03-04,1980-03-04,"       107056",0 255 0,
"POLYGON ((635000 6150000,640000 6150000,640000 6155000,635000 6155000,635000 6150000))","      2","      5.3","      2.7","      7.8","     20.8","     20.8","     20.8",1991-02-06,1991-02-27,"   1995016487",0 255 0,
"POLYGON ((690000 6070000,695000 6070000,695000 6075000,690000 6075000,690000 6070000))","      3","     74.0","      6.0","    240.0","     50.8","     37.5","     64.0",1991-10-02,2011-01-26,"   1995001960",255 0 0,
"POLYGON ((655000 6080000,660000 6080000,660000 6085000,655000 6085000,655000 6080000))","      3","     40.3","     23.0","     63.0","     15.1","     -2.0","     25.0",1994-01-31,2001-11-06,"   1995009174",255 125 0,
"POLYGON ((485000 6260000,490000 6260000,490000 6265000,485000 6265000,485000 6260000))","      2","      9.5","      2.0","     17.0","     77.0","     77.0","     77.0",1998-10-09,1998-11-12,"   1999009003",0 255 0,
"POLYGON ((660000 6125000,665000 6125000,665000 6130000,660000 6130000,660000 6125000))","      1","      4.0","      4.0","      4.0","     44.5","     44.5","     44.5",1969-08-25,1969-08-25,"       113497",0 255 0,
"POLYGON ((725000 6095000,730000 6095000,730000 6100000,725000 6100000,725000 6095000))","      1","     35.0","     35.0","     35.0","      1.5","      1.5","      1.5",1972-05-23,1972-05-23,"       115971",255 125 0,
"POLYGON ((570000 6370000,575000 6370000,575000 6375000,570000 6375000,570000 6370000))","     11","      3.7","      2.3","      5.1","     40.2","     22.9","     80.0",1934-05-12,2007-12-10,"       100226",0 255 0,
"POLYGON ((540000 6355000,545000 6355000,545000 6360000,540000 6360000,540000 6355000))","    151","     56.8","      2.3","    180.0","     20.5","      7.0","     35.0",1980-04-10,2020-11-23,"   1998009345",255 0 0,
"POLYGON ((620000 6350000,625000 6350000,625000 6355000,620000 6355000,620000 6350000))","      7","     31.6","      2.1","     82.0","      2.9","     -1.0","      9.0",1963-09-23,2015-04-23,"       100413",255 125 0,
"POLYGON ((535000 6340000,540000 6340000,540000 6345000,535000 6345000,535000 6340000))","     18","     41.2","      5.7","    110.0","     39.6","     13.0","     95.0",1958-07-24,2020-10-27,"       100633",255 125 0,
"POLYGON ((555000 6335000,560000 6335000,560000 6340000,555000 6340000,555000 6335000))","     27","     21.5","      2.0","     71.0","     27.3","      8.0","     40.0",1950-06-19,2020-11-23,"       100679",255 255 0,
"POLYGON ((515000 6320000,520000 6320000,520000 6325000,515000 6325000,515000 6320000))","    170","     12.3","      2.0","     96.0","     20.7","      7.0","     46.0",1975-02-07,2020-09-23,"       100929",255 255 0,
"POLYGON ((520000 6330000,525000 6330000,525000 6335000,520000 6335000,520000 6330000))","      1","      2.0","      2.0","      2.0","     32.0","     32.0","     32.0",1991-10-03,1991-10-03,"   2008092926",0 255 0,
"POLYGON ((530000 6325000,535000 6325000,535000 6330000,530000 6330000,530000 6325000))","    391","     37.4","      4.0","     94.0","     29.9","      4.0","     51.0",1939-03-01,2021-02-03,"       101012",255 125 0,
"POLYGON ((540000 6325000,545000 6325000,545000 6330000,540000 6330000,540000 6325000))","     18","     36.6","     13.0","    114.0","     30.3","     15.0","     64.0",1969-11-05,2020-03-31,"       101066",255 125 0,
"POLYGON ((555000 6320000,560000 6320000,560000 6325000,555000 6325000,555000 6320000))","    203","     30.5","      2.3","     65.0","     30.1","      5.0","     65.0",1932-04-20,2020-07-07,"       101114",255 125 0,
"POLYGON ((560000 6325000,565000 6325000,565000 6330000,560000 6330000,560000 6325000))","     38","      5.3","      2.0","     16.0","     16.5","      7.0","     25.0",1987-03-20,2020-05-27,"   2008008616",0 255 0,
"POLYGON ((475000 6300000,480000 6300000,480000 6305000,475000 6305000,475000 6300000))","      4","     21.3","      6.9","     43.0","     29.0","     25.0","     31.4",1941-04-23,2011-12-15,"       101671",255 255 0,
"POLYGON ((515000 6305000,520000 6305000,520000 6310000,515000 6310000,515000 6305000))","     38","     43.2","      3.5","     87.0","     28.8","      8.0","     58.0",1976-08-30,2020-09-29,"       101525",255 125 0,
"POLYGON ((525000 6315000,530000 6315000,530000 6320000,525000 6320000,525000 6315000))","     88","     35.7","      2.0","     93.0","     29.8","     10.0","     70.0",1978-06-26,2020-10-20,"       131609",255 125 0,
"POLYGON ((560000 6315000,565000 6315000,565000 6320000,560000 6320000,560000 6315000))","    111","     33.2","      2.0","     98.0","     42.3","      1.0","     91.0",1972-05-25,2019-05-09,"       251960",255 125 0,
"POLYGON ((555000 6305000,560000 6305000,560000 6310000,555000 6310000,555000 6305000))","     46","     17.7","      2.4","     40.0","     48.6","     16.0","     88.0",1973-08-24,2020-02-11,"       101622",255 255 0,
"POLYGON ((555000 6310000,560000 6310000,560000 6315000,555000 6315000,555000 6310000))","     74","     27.5","     14.0","     51.0","     43.3","     13.5","     73.8",1974-09-17,2018-02-06,"   2006026015",255 125 0,
"POLYGON ((550000 6305000,555000 6305000,555000 6310000,550000 6310000,550000 6305000))","    436","     24.2","      2.0","    116.0","     27.5","      1.5","     85.0",1971-09-06,2020-12-18,"       101841",255 255 0,
"POLYGON ((475000 6285000,480000 6285000,480000 6290000,475000 6290000,475000 6285000))","     43","     38.0","      2.2","     75.0","     35.6","     13.5","     73.0",1959-12-18,2020-08-12,"       101949",255 125 0,
"POLYGON ((485000 6290000,490000 6290000,490000 6295000,485000 6295000,485000 6290000))","    422","     44.3","      2.5","     93.0","     17.9","      3.2","     48.0",1971-06-07,2020-10-20,"   1996008311",255 125 0,
"POLYGON ((500000 6295000,505000 6295000,505000 6300000,500000 6300000,500000 6295000))","     53","     19.5","      2.4","     82.0","     23.4","      7.0","     47.0",1962-03-21,2020-11-04,"       101708",255 255 0,
"POLYGON ((525000 6295000,530000 6295000,530000 6300000,525000 6300000,525000 6295000))","      3","     14.3","      6.0","     20.0","     18.3","      5.0","     27.5",1971-09-06,1977-05-04,"       101767",255 255 0,
"POLYGON ((520000 6300000,525000 6300000,525000 6305000,520000 6305000,520000 6300000))","      7","     15.2","      2.1","     56.0","     40.6","     17.5","     55.0",1977-06-21,2013-05-01,"       101778",255 255 0,
"POLYGON ((445000 6270000,450000 6270000,450000 6275000,445000 6275000,445000 6270000))","      2","      2.2","      2.0","      2.4","     37.3","     25.5","     49.0",1979-08-21,2007-12-19,"       101906",0 255 0,
"POLYGON ((475000 6275000,480000 6275000,480000 6280000,475000 6280000,475000 6275000))","     48","     31.9","      7.0","     64.0","     19.7","     14.0","     28.0",1975-12-08,2020-01-22,"   2001016596",255 125 0,
"POLYGON ((500000 6285000,505000 6285000,505000 6290000,500000 6290000,500000 6285000))","     49","     34.3","      2.7","     87.0","     18.2","      6.0","     31.0",1980-01-09,2020-11-04,"   1997008011",255 125 0,
"POLYGON ((555000 6260000,560000 6260000,560000 6265000,555000 6265000,555000 6260000))","     49","     29.2","      2.2","     75.0","     34.3","     13.2","     67.0",1962-08-14,2020-11-02,"       102427",255 125 0,
"POLYGON ((500000 6250000,505000 6250000,505000 6255000,500000 6255000,500000 6250000))","      5","     78.0","      4.0","    342.0","     15.8","     11.7","     22.0",1967-07-12,1974-01-21,"       102740",255 0 0,
"POLYGON ((550000 6245000,555000 6245000,555000 6250000,550000 6250000,550000 6245000))","     46","     63.7","      5.4","    180.0","     31.5","     -2.0","    101.0",1975-02-12,2010-02-04,"         6448",255 0 0,
"POLYGON ((590000 6245000,595000 6245000,595000 6250000,590000 6250000,590000 6245000))","     38","     33.3","      2.0","    496.2","     17.2","      4.5","     53.0",1951-02-20,2013-09-25,"       104277",255 125 0,
"POLYGON ((600000 6255000,605000 6255000,605000 6260000,600000 6260000,600000 6255000))","      9","     33.3","      3.2","     93.0","     33.2","     19.5","     55.3",1974-05-13,2018-07-06,"       130375",255 125 0,
"POLYGON ((500000 6230000,505000 6230000,505000 6235000,500000 6235000,500000 6230000))","     17","     50.2","     24.8","    130.0","      6.6","      3.0","     11.0",1977-06-27,2017-07-05,"          887",255 0 0,
"POLYGON ((500000 6235000,505000 6235000,505000 6240000,500000 6240000,500000 6235000))","   1238","     46.4","      2.0","    217.1","      3.9","      1.3","     13.0",1967-07-18,1997-12-09,"       103616",255 125 0,
"POLYGON ((515000 6230000,520000 6230000,520000 6235000,515000 6235000,515000 6230000))","     71","     21.6","      4.7","     64.0","     13.6","      4.8","     26.5",1967-08-08,2013-06-03,"       103722",255 255 0,
"POLYGON ((565000 6235000,570000 6235000,570000 6240000,565000 6240000,565000 6235000))","   1501","     57.3","      2.1","    488.6","     13.3","     -2.0","     96.0",1953-04-16,2020-08-17,"         6309",255 0 0,
"POLYGON ((470000 6225000,475000 6225000,475000 6230000,470000 6230000,470000 6225000))","    244","     26.0","      2.1","     71.0","     45.7","      3.8","    120.0",1976-07-29,2020-07-27,"        12311",255 125 0,
"POLYGON ((525000 6225000,530000 6225000,530000 6230000,525000 6230000,525000 6225000))","    505","     34.1","      2.0","    525.0","     37.2","      5.0","     75.0",1973-09-17,2020-12-03,"       104760",255 125 0,
"POLYGON ((510000 6215000,515000 6215000,515000 6220000,510000 6220000,510000 6215000))","     82","     35.5","      2.0","    104.0","     20.3","     -2.0","     61.5",1976-07-26,1995-04-27,"        10864",255 125 0,
"POLYGON ((470000 6200000,475000 6200000,475000 6205000,470000 6205000,470000 6200000))","     24","     28.0","      3.0","     65.0","     15.6","      1.0","     34.0",1954-05-24,2018-08-30,"        12161",255 125 0,
"POLYGON ((480000 6200000,485000 6200000,485000 6205000,480000 6205000,480000 6200000))","     66","     28.1","      2.0","    106.0","     18.3","     13.0","     24.3",1986-03-12,2012-06-25,"       150782",255 125 0,
"POLYGON ((535000 6205000,540000 6205000,540000 6210000,535000 6210000,535000 6205000))","     16","     46.8","      3.7","     78.0","     36.0","     10.5","     79.0",1968-11-25,2003-08-13,"       105294",255 125 0,
"POLYGON ((540000 6200000,545000 6200000,545000 6205000,540000 6205000,540000 6200000))","      7","      6.5","      4.6","      7.4","     57.5","     51.0","     64.0",1994-07-27,2019-11-25,"   2007052391",0 255 0,
"POLYGON ((560000 6210000,565000 6210000,565000 6215000,560000 6215000,560000 6210000))","      5","     32.6","      2.0","     73.0","     29.9","     14.0","     68.0",1956-07-09,2011-09-22,"       105350",255 125 0,
"POLYGON ((470000 6190000,475000 6190000,475000 6195000,470000 6195000,470000 6190000))","     44","     47.2","     35.0","     91.0","     15.1","     10.5","     19.0",1976-07-13,1988-11-03,"   2006376810",255 125 0,
"POLYGON ((515000 6190000,520000 6190000,520000 6195000,515000 6195000,515000 6190000))","    404","     40.8","      2.0","    370.0","     30.5","      2.8","     57.4",1973-05-25,2020-09-22,"       105745",255 125 0,
"POLYGON ((460000 6180000,465000 6180000,465000 6185000,460000 6185000,460000 6180000))","      2","      3.5","      3.3","      3.7","     14.8","      8.0","     21.5",1974-06-10,1981-08-03,"       106095",0 255 0,
"POLYGON ((475000 6170000,480000 6170000,480000 6175000,475000 6175000,475000 6170000))","     27","     41.7","      6.3","     80.0","     18.6","     10.0","     36.0",1976-11-09,2014-06-04,"       106152",255 125 0,
"POLYGON ((480000 6175000,485000 6175000,485000 6180000,480000 6180000,480000 6175000))","      7","     31.4","      4.8","     72.0","     33.9","      8.5","    120.0",1971-10-14,2010-12-01,"       106191",255 125 0,
"POLYGON ((495000 6175000,500000 6175000,500000 6180000,495000 6180000,495000 6175000))","    155","     33.2","      2.1","    155.0","     13.9","      1.0","     38.5",1977-04-18,2018-10-18,"       106248",255 125 0,
"POLYGON ((550000 6170000,555000 6170000,555000 6175000,550000 6175000,550000 6170000))","     12","     10.5","      2.2","     19.0","     14.2","     11.0","     18.5",1955-01-08,2021-01-27,"       106658",255 255 0,
"POLYGON ((465000 6160000,470000 6160000,470000 6165000,465000 6165000,465000 6160000))","   1277","     20.1","      2.0","    120.0","     27.5","      6.0","     67.0",1967-06-06,2020-09-14,"       106720",255 255 0,
"POLYGON ((540000 6165000,545000 6165000,545000 6170000,540000 6170000,540000 6165000))","     49","     27.6","      2.0","     94.0","     21.1","      1.5","     44.0",1915-08-12,2005-08-24,"       106976",255 125 0,
"POLYGON ((535000 6165000,540000 6165000,540000 6170000,535000 6170000,535000 6165000))","     29","     30.7","      6.0","    100.0","     15.0","      4.8","     42.0",1971-11-03,2019-06-19,"       107151",255 125 0,
"POLYGON ((585000 6160000,590000 6160000,590000 6165000,585000 6165000,585000 6160000))","     55","      9.3","      2.1","     29.4","     14.9","     13.7","     16.0",1985-05-28,2021-02-09,"   2005025588",0 255 0,
"POLYGON ((585000 6155000,590000 6155000,590000 6160000,585000 6160000,585000 6155000))","     30","     50.4","      5.0","    130.0","     20.0","      8.0","     53.0",1966-09-23,2020-10-05,"   2006056601",255 0 0,
"POLYGON ((590000 6155000,595000 6155000,595000 6160000,590000 6160000,590000 6155000))","     10","     12.5","      2.0","     30.0","     12.3","      3.6","     17.0",1964-08-05,1990-03-28,"   2006056616",255 255 0,
"POLYGON ((465000 6145000,470000 6145000,470000 6150000,465000 6150000,465000 6145000))","     41","     30.3","      5.3","    122.0","     14.0","      -.5","     72.0",1927-05-20,2011-09-12,"       107213",255 125 0,
"POLYGON ((460000 6150000,465000 6150000,465000 6155000,460000 6155000,460000 6150000))","    188","     32.0","      2.1","     75.0","     29.6","      9.0","     83.0",1947-12-31,2017-05-17,"       106742",255 125 0,
"POLYGON ((465000 6150000,470000 6150000,470000 6155000,465000 6155000,465000 6150000))","    117","     21.8","      2.0","     90.0","     46.0","     13.0","    112.0",1968-03-21,2020-03-12,"       252122",255 255 0,
"POLYGON ((550000 6150000,555000 6150000,555000 6155000,550000 6155000,550000 6150000))","     10","     32.7","      6.0","     90.0","     14.6","      5.8","     31.0",1954-10-22,1986-11-06,"   2006057012",255 125 0,
